상장유형,시장구분,종목명,상장일,공모가,공모금액,공모주식수,신주모집,구주매출,경쟁률,상장주식수,유통가능주식수,상장주선인
신규상장,KQ,엘티씨,2013-10-08,20500 ,26728474 ,1303828 ,1303828 ,,702.54:1,6550000 ,2302500 ,키움증권(주)
신규상장,KQ,파수,2013-10-18,5800 ,9280000 ,1600000 ,1600000 ,,449.721594:1,7929695 ,4560420 ,삼성증권(주)
신규상장,KQ,테스나,2013-10-22,13500 ,9767952 ,723552 ,723552 ,,643.73:1,6850000 ,3599650 ,키움증권(주)
신규상장,KQ,내츄럴엔도텍,2013-10-31,40000 ,21200000 ,530000 ,530000 ,,609.82:1,5260120 ,2869217 ,키움증권(주)
신규상장,KQ,해성옵틱스,2013-11-06,6600 ,21615330 ,3275050 ,3275050 ,,249.01:1,16375000 ,7139540 ,엔에이치투자증권주식회사
신규상장,KQ,협진,2013-11-08,8100 ,8505000 ,1050000 ,1050000 ,,472.29:1,6000000 ,2892210 ,한국투자증권(주)
신규상장,KQ,THE MIDONG,2013-11-13,20000 ,19417460 ,970873 ,670873 ,300000 ,585:1,3000000 ,995857 ,엔에이치투자증권주식회사
신규상장,KQ,램테크놀러지,2013-11-18,3900 ,4875000 ,1250000 ,1250000 ,,640.94:1,6826647 ,2564719 ,한국투자증권(주)
신규상장,KQ,라이온켐텍,2013-11-19,12500 ,37011563 ,2960925 ,1943425 ,1017500 ,598:1,10163425 ,1574969 ,하나금융투자(주)
신규상장,KQ,큐브엔터,2013-11-21,2000 ,13000000 ,6500000 ,6500000 ,,1.55:1,7000000 ,6500000 ,엔에이치투자증권주식회사
신규상장,KQ,디엠티,2013-11-26,5700 ,6113632 ,1072567 ,1072567 ,,536:1,7500000 ,2961618 ,하나금융투자(주)
신규상장,KQ,엔브이에이치코리아,2013-12-03,4500 ,38250000 ,8500000 ,8500000 ,,18.4:1,28722222 ,10225866 ,미래에셋증권(주)
신규상장,KQ,현대공업,2013-12-04,7500 ,22525763 ,3003427 ,2603427 ,400000 ,697:1,10000000 ,1846009 ,신영증권(주)
신규상장,KQ,알티캐스트,2013-12-06,8500 ,17000000 ,2000000 ,2000000 ,,570.09:1,18194997 ,8194242 ,한국투자증권(주)
신규상장,KQ,기가레인,2013-12-19,5500 ,21786023 ,3961095 ,3961095 ,,14.446:1,15963213 ,7786264 ,하나금융투자(주)
신규상장,KQ,인트로메딕,2013-12-19,6000 ,4200000 ,700000 ,700000 ,,256.35:1,6952178 ,4811495 ,한국투자증권(주)
신규상장,KQ,SGA솔루션즈,2013-12-20,2000 ,13000000 ,6500000 ,6500000 ,,0.697:1,7000000 ,6500000 ,키움증권(주)
신규상장,KQ,현대이지웰,2013-12-27,4400 ,4400000 ,1000000 ,1000000 ,,568.42:1,9893000 ,5850551 ,한국투자증권(주)
신규상장,KQ,솔루에타,2013-12-27,24000 ,24000000 ,1000000 ,1000000 ,,20.79:1,5129925 ,2474925 ,키움증권(주)
신규상장,KQ,한국정보인증,2014-02-04,1800 ,9720000 ,5400000 ,5400000 ,,922.18:1,26965000 ,5628325 ,현대증권(주)
신규상장,KQ,인터파크,2014-02-06,7700 ,52414462 ,6807073 ,5400000 ,1407073 ,493:1,32430190 ,3748605 ,대우증권(주)
신규상장,KQ,오이솔루션,2014-02-27,10000 ,7769450 ,776945 ,776945 ,,1253.41:1,5179610 ,1434493 ,대신증권(주)
신규상장,KQ,케이사인,2014-04-28,2000 ,14800000 ,7400000 ,7400000 ,,79.7718:1,7715100 ,7400000 ,케이비투자증권(주)
신규상장,KQ,나노,2014-05-08,2000 ,10000000 ,5000000 ,5000000 ,,36.11:1,5500000 ,5000000 ,유진투자증권(주)
신규상장,KQ,캐스텍코리아,2014-05-27,6500 ,16250000 ,2500000 ,2500000 ,,807.52:1,12373089 ,5363729 ,한국투자증권(주)
신규상장,KQ,우성아이비,2014-06-10,2000 ,5000000 ,2500000 ,2500000 ,,284.55:1,2710000 ,2500000 ,하나금융투자(주)
신규상장,KQ,트루윈,2014-07-11,10500 ,12600000 ,1200000 ,1200000 ,,1018.09:1,6336000 ,3167683 ,하나금융투자(주)
신규상장,KQ,콜마비앤에이치,2014-07-23,2000 ,13000000 ,6500000 ,6500000 ,,186.415:1,7000000 ,6299608 ,미래에셋증권(주)
이전상장,KQ,아진엑스텍,2014-07-24,7000 ,7000000 ,1000000 ,1000000 ,,876.27:1,5630000 ,2854957 ,신한금융투자(주)
신규상장,KQ,윈하이텍,2014-07-25,8300 ,21912000 ,2640000 ,1650000 ,990000 ,590:1,6600300 ,1665495 ,엔에이치투자증권주식회사
신규상장,KQ,창해에탄올,2014-07-30,8300 ,15777229 ,1900871 ,794553 ,1106318 ,675.79:1,6175230 ,2181853 ,엔에이치투자증권주식회사
신규상장,KQ,덕신하우징,2014-08-01,13000 ,26000000 ,2000000 ,2000000 ,,899:1,8012000 ,2142891 ,현대증권(주)
신규상장,KQ,파버나인,2014-08-04,12500 ,13750000 ,1100000 ,1100000 ,,173.89:1,4083000 ,1810942 ,"한국투자증권(주),케이비투자증권(주)"
신규상장,KQ,신화콘텍,2014-08-08,9100 ,14560000 ,1600000 ,1600000 ,,99:1,7469661 ,2134795 ,현대증권(주)
신규상장,KQ,고려시멘트,2014-08-13,2000 ,13000000 ,6500000 ,6500000 ,,284.88:1,7000000 ,5880000 ,엔에이치투자증권주식회사
신규상장,KQ,THQ,2014-08-14,11000 ,3960000 ,360000 ,360000 ,,1389.86:1,2406800 ,769581 ,한국투자증권(주)
신규상장,KQ,프로스테믹스,2014-09-30,2000 ,20000000 ,10000000 ,10000000 ,,98.86:1,10520000 ,10000000 ,케이비투자증권(주)
신규상장,KQ,데브시스터즈,2014-10-06,53000 ,143100000 ,2700000 ,2700000 ,,285.28:1,10800000 ,5124954 ,엔에이치투자증권주식회사
이전상장,KQ,메디아나,2014-10-07,6200 ,8928000 ,1440000 ,1440000 ,,12.88:1,7220780 ,2339540 ,케이비투자증권(주)
신규상장,KQ,드림시큐리티,2014-10-13,2000 ,10000000 ,5000000 ,5000000 ,,64.46:1,5500000 ,5000000 ,신한금융투자(주)
신규상장,KQ,대우스팩2호,2014-10-22,2000 ,10500000 ,5250000 ,5250000 ,,0.49:1,5750000 ,4297500 ,대우증권(주)
신규상장,KQ,영우디에스피,2014-10-29,5000 ,6500000 ,1300000 ,1300000 ,,32.32:1,4606182 ,2359194 ,키움증권(주)
이전상장,KQ,테라셈,2014-10-30,3000 ,5400000 ,1800000 ,1800000 ,,54.22:1,13966340 ,5337670 ,한국투자증권(주)
신규상장,KQ,슈피겐코리아,2014-11-05,27500 ,50875000 ,1850000 ,1850000 ,,360.1:1,6216363 ,2023886 ,삼성증권(주)
신규상장,KQ,테고사이언스,2014-11-06,13500 ,7191437 ,532699 ,532699 ,,622.14:1,3560000 ,1212815 ,엔에이치투자증권주식회사
신규상장,KQ,엑셈,2014-11-07,2000 ,7800000 ,3900000 ,3900000 ,,8.89:1,4200000 ,2732537 ,교보증권(주)
신규상장,KQ,현대에이블스팩1호,2014-11-10,2000 ,10000000 ,5000000 ,5000000 ,,1:1,5525000 ,3848647 ,현대증권(주)
신규상장,KQ,액션스퀘어,2014-11-12,2000 ,20000000 ,10000000 ,10000000 ,,0.1729:1,10520000 ,10000000 ,케이비투자증권(주)
신규상장,KQ,디에이테크놀로지,2014-11-19,6600 ,9464400 ,1434000 ,1434000 ,,489.38:1,5243700 ,2539604 ,대신증권(주)
신규상장,KQ,글로벌텍스프리,2014-11-19,2000 ,11000000 ,5500000 ,5500000 ,,,6000000 ,,유안타증권(주)
신규상장,KQ,지엘팜텍,2014-11-20,2000 ,8000000 ,4000000 ,4000000 ,,60.25:1,4500000 ,3778217 ,IBK투자증권(주)
신규상장,KQ,파티게임즈,2014-11-21,13000 ,12480000 ,960000 ,960000 ,,735.997:1,4592400 ,567660 ,엔에이치투자증권주식회사
신규상장,KQ,텔콘RF제약,2014-11-24,14500 ,20300000 ,1400000 ,900000 ,500000 ,482.06:1,5022000 ,1219192 ,대신증권(주)
신규상장,KQ,케이티비스팩1호,2014-11-24,2000 ,10000000 ,5000000 ,5000000 ,,39.53:1,5500000 ,4577700 ,KTB투자증권(주)
신규상장,KQ,휴마시스,2014-12-01,2000 ,10000000 ,5000000 ,5000000 ,,19.86:1,5500000 ,4658469 ,하이투자증권(주)
신규상장,KQ,에프엔씨엔터,2014-12-04,28000 ,39200000 ,1400000 ,1400000 ,,577.37:1,6302915 ,1525370 ,유진투자증권(주)
신규상장,KQ,대창스틸,2014-12-05,2500 ,5500000 ,2200000 ,2200000 ,,568.95:1,14566000 ,2511590 ,하나금융투자(주)
신규상장,KQ,PI첨단소재,2014-12-08,8000 ,102400000 ,12800000 ,2560000 ,10240000 ,45.53:1,29366322 ,10831078 ,한국투자증권(주)
신규상장,KQ,베노홀딩스,2014-12-10,2000 ,10000000 ,5000000 ,5000000 ,,1.21:1,5500000 ,4760000 ,한국투자증권(주)
신규상장,KQ,알테오젠,2014-12-12,26000 ,23400000 ,900000 ,900000 ,,564.78:1,5579333 ,2393823 ,한국투자증권(주)
신규상장,KQ,미스터블루,2014-12-12,2000 ,10000000 ,5000000 ,5000000 ,,23.38:1,5500000 ,5000000 ,동부증권(주)
신규상장,KQ,비씨월드제약,2014-12-15,15700 ,25999859 ,1656042 ,1656042 ,,681.24:1,5855723 ,1495827 ,"대신증권(주),대우증권(주)"
이전상장,KQ,랩지노믹스,2014-12-16,13200 ,3300000 ,250000 ,250000 ,,305.88:1,3966276 ,3012028 ,한국투자증권(주)
신규상장,KQ,에이디테크놀로지,2014-12-16,15000 ,15000000 ,1000000 ,1000000 ,,12.4:1,4009695 ,2295595 ,한국투자증권(주)
신규상장,KQ,녹십자엠에스,2014-12-17,6000 ,12000000 ,2000000 ,2000000 ,,477.08:1,9560000 ,1327541 ,한국투자증권(주)
이전상장,KQ,하이로닉,2014-12-17,51000 ,28050000 ,550000 ,550000 ,,220:1,2774729 ,788317 ,신한금융투자(주)
신규상장,KQ,디티앤씨,2014-12-17,18500 ,39534500 ,2137000 ,2137000 ,,620:1,9437374 ,1834999 ,키움증권(주)
신규상장,KQ,엔에이치SL스팩,2014-12-17,2000 ,4000000 ,2000000 ,2000000 ,,2.51:1,2505000 ,1060000 ,엔에이치투자증권주식회사
신규상장,KQ,정다운,2014-12-17,2000 ,5000000 ,2500000 ,2500000 ,,2.10658:1,2710000 ,2365000 ,엘아이지투자증권(주)
신규상장,KQ,셀바스헬스케어,2014-12-17,2000 ,10000000 ,5000000 ,5000000 ,,1.18:1,5400000 ,,하나금융투자(주)
이전상장,KQ,아이티센,2014-12-23,7500 ,7500000 ,1000000 ,1000000 ,,2.68:1,4311520 ,2024099 ,IBK투자증권(주)
신규상장,KQ,NEW,2014-12-23,16300 ,33764831 ,2071462 ,1796158 ,275304 ,214.69:1,13203053 ,5501849 ,엔에이치투자증권주식회사
신규상장,KQ,아스트,2014-12-24,9500 ,27119470 ,2854681 ,2500000 ,354681 ,4.11:1,12516293 ,6954115 ,케이비투자증권(주)
신규상장,KQ,오킨스전자,2014-12-24,7100 ,13010920 ,1832524 ,1832524 ,,9.084:1,6200000 ,3067901 ,미래에셋증권(주)
신규상장,KQ,서전기전,2014-12-24,6500 ,7884500 ,1213000 ,1213000 ,,8.8874:1,4849390 ,2005000 ,동부증권(주)
신규상장,KQ,지란지교시큐리티,2014-12-24,2000 ,9082200 ,4541100 ,4541100 ,,0.5411:1,5220000 ,5000000 ,케이비투자증권(주)
신규상장,KQ,바이오로그디바이스,2014-12-24,2000 ,10000000 ,5000000 ,5000000 ,,20.8:1,5100000 ,5000000 ,교보증권(주)
신규상장,KQ,하나머스트3호스팩,2014-12-24,2000 ,4500000 ,2250000 ,2250000 ,,19.28:1,2360000 ,,하나금융투자(주)
신규상장,KQ,에이팩트,2014-12-26,1500 ,6534000 ,4356000 ,4356000 ,,72.16:1,17553680 ,10179320 ,대우증권(주)
신규상장,KQ,휴메딕스,2014-12-26,28000 ,28000000 ,1000000 ,1000000 ,,571.55:1,5689031 ,2767108 ,한국투자증권(주)
신규상장,KQ,국일신동,2014-12-29,1700 ,5100000 ,3000000 ,3000000 ,,90.83:1,11090000 ,2807000 ,IBK투자증권(주)
신규상장,KQ,와이제이엠게임즈,2014-12-29,5500 ,3704250 ,673500 ,673500 ,,250.74:1,2693705 ,821500 ,하나금융투자(주)
신규상장,KQ,스튜디오산타클로스,2014-12-29,2000 ,13000000 ,6500000 ,6500000 ,,,6815000 ,6500000 ,현대증권(주)
신규상장,KQ,바디텍메드,2014-12-29,2000 ,8540000 ,4270000 ,4270000 ,,0.55:1,4600000 ,4270000 ,엔에이치투자증권(주)(농협)
신규상장,KQ,썸에이지,2014-12-29,2000 ,30000000 ,15000000 ,15000000 ,,2.4155:1,16000000 ,15000000 ,케이비투자증권(주)
신규상장,KQ,골든브릿지제2호스팩,2015-02-05,2000 ,7000000 ,3500000 ,3500000 ,,210.6:1,3900000 ,3500000 ,(주)골든브릿지투자증권
신규상장,KQ,포시에스,2015-02-11,9100 ,11830000 ,1300000 ,1300000 ,,1162.9281:1,6212799 ,2285357 ,동부증권(주)
신규상장,KQ,FSN,2015-03-25,2000 ,8000000 ,4000000 ,4000000 ,,136.8396:1,5350000 ,4000000 ,케이비투자증권(주)
신규상장,KQ,SK1호스팩,2015-03-31,2000 ,10000000 ,5000000 ,5000000 ,,282:1,5500000 ,3847148 ,SK증권(주)
신규상장,KQ,클래시스,2015-04-03,2000 ,10000000 ,5000000 ,5000000 ,,287:1,5500000 ,3438810 ,KTB투자증권(주)
신규상장,KQ,에이비프로바이오,2015-04-13,15000 ,30900000 ,2060000 ,1660000 ,400000 ,857.34:1,10314800 ,2902637 ,한국투자증권(주)
신규상장,KQ,디알텍,2015-04-20,2000 ,8200000 ,4100000 ,4100000 ,,72.3:1,4433000 ,587236 ,한화투자증권(주)
신규상장,KQ,로보로보,2015-04-22,2000 ,5500000 ,2750000 ,2750000 ,,427.73:1,2800000 ,,하나금융투자(주)
신규상장,KQ,휴센텍,2015-04-28,2000 ,10000000 ,5000000 ,5000000 ,,240.1:1,5500000 ,5000000 ,유진투자증권(주)
신규상장,KQ,이노인스트루먼트,2015-05-08,2000 ,13000000 ,6500000 ,6500000 ,,379:1,7000000 ,2536000 ,엔에이치투자증권주식회사
신규상장,KQ,토박스코리아,2015-05-13,2000 ,5500000 ,2750000 ,2750000 ,,408.8:1,3535000 ,734840 ,대우증권(주)
신규상장,KQ,우정바이오,2015-05-18,2000 ,10000000 ,5000000 ,5000000 ,,79.36:1,5500000 ,1673900 ,한화투자증권(주)
신규상장,KQ,대우스팩3호,2015-05-19,2000 ,10000000 ,5000000 ,5000000 ,,365.65:1,5410000 ,2241600 ,대우증권(주)
신규상장,KQ,미래에셋제3호스팩,2015-05-22,2000 ,11400000 ,5700000 ,5700000 ,,329.34:1,6100000 ,5700000 ,미래에셋증권(주)
신규상장,KQ,제노포커스,2015-05-29,11000 ,13200000 ,1200000 ,1200000 ,,1206.75:1,6754667 ,2389223 ,한국투자증권(주)
신규상장,KQ,디딤,2015-06-10,2000 ,13500000 ,6750000 ,6750000 ,,62.93:1,7450000 ,6750000 ,한화투자증권(주)
신규상장,KQ,픽셀플러스,2015-06-12,30000 ,24000000 ,800000 ,400000 ,400000 ,68.09:1,8166558 ,5511059 ,한국투자증권(주)
신규상장,KQ,엔에이치스팩7호,2015-06-12,2000 ,8400000 ,4200000 ,4200000 ,,289.38:1,4830000 ,1653400 ,엔에이치투자증권주식회사
신규상장,KQ,러셀,2015-06-16,2000 ,8500000 ,4250000 ,4250000 ,,112.6:1,4750000 ,4250000 ,하이투자증권(주)
신규상장,KQ,싸이맥스,2015-06-17,16300 ,25951230 ,1592100 ,1592100 ,,178:1,5354863 ,3071436 ,대신증권(주)
신규상장,KQ,넵튠,2015-06-18,2000 ,10000000 ,5000000 ,5000000 ,,272.26:1,5124000 ,3030265 ,대신증권(주)
신규상장,KQ,미래생명자원,2015-06-18,2000 ,7000000 ,3500000 ,3500000 ,,274.82:1,3530000 ,3500000 ,하나금융투자(주)
이전상장,KQ,베셀,2015-06-19,9000 ,5400000 ,600000 ,600000 ,,680.95:1,4119655 ,2621050 ,키움증권(주)
신규상장,KQ,에스엘바이오닉스,2015-06-25,11300 ,11758305 ,1040558 ,1040558 ,,143.5:1,5200000 ,2721413 ,엔에이치투자증권주식회사
신규상장,KQ,이큐셀,2015-06-26,6500 ,7150000 ,1100000 ,1100000 ,,22.91:1,5813000 ,1499503 ,케이비투자증권(주)
신규상장,KQ,코아스템,2015-06-26,16000 ,40000000 ,2500000 ,2500000 ,,751.91:1,15717440 ,6259341 ,한국투자증권(주)
신규상장,KQ,켐온,2015-06-26,2000 ,13000000 ,6500000 ,6500000 ,,30.84:1,7000000 ,6500000 ,이베스트투자증권(주)
신규상장,KQ,동운아나텍,2015-06-30,10000 ,5000000 ,500000 ,500000 ,,47.76:1,5577000 ,3395606 ,키움증권(주)
신규상장,KQ,유테크,2015-06-30,9000 ,9090000 ,1010000 ,1010000 ,,21.14:1,4915300 ,2207848 ,대신증권(주)
신규상장,KQ,민앤지,2015-06-30,28000 ,39530400 ,1411800 ,847100 ,564700 ,1107.81:1,5682814 ,3079418 ,신한금융투자(주)
신규상장,KQ,RFHIC,2015-06-30,2000 ,13000000 ,6500000 ,6500000 ,,35.096:1,6830000 ,2942500 ,엔에이치투자증권주식회사
신규상장,KQ,골든브릿지제3호스팩,2015-06-30,2000 ,8800000 ,4400000 ,4400000 ,,2.75:1,4900000 ,2821000 ,(주)골든브릿지투자증권
신규상장,KQ,키움스팩3호,2015-07-06,2000 ,13000000 ,6500000 ,6500000 ,,61.23:1,6700000 ,3597667 ,키움증권(주)
신규상장,KQ,유안타제2호스팩,2015-07-17,2000 ,12000000 ,6000000 ,6000000 ,,132:1,6500000 ,6000000 ,유안타증권(주)
신규상장,KQ,한화에이스스팩2호,2015-07-20,2000 ,13250000 ,6625000 ,6625000 ,,11.69:1,7123000 ,4720913 ,한화투자증권(주)
신규상장,KQ,펩트론,2015-07-22,16000 ,13041952 ,815122 ,815122 ,,1093.018:1,5092001 ,3650568 ,엔에이치투자증권주식회사
신규상장,KQ,디와이디대양,2015-07-22,2000 ,12500000 ,6250000 ,6250000 ,,130:1,6350000 ,3300976 ,SK증권(주)
신규상장,KQ,파마리서치,2015-07-24,55000 ,123750000 ,2250000 ,2130000 ,120000 ,560.81:1,8814498 ,1900806 ,"엔에이치투자증권주식회사,IBK투자증권(주),하나금융투자(주)"
신규상장,KQ,켐트로스,2015-07-27,2000 ,5000000 ,2500000 ,2500000 ,,30.99:1,3020000 ,1066150 ,엘아이지투자증권(주)
신규상장,KQ,로지시스,2015-07-29,2500 ,7935125 ,3174050 ,2084500 ,1089550 ,,9340922 ,2353700 ,삼성증권(주)
신규상장,KQ,아이쓰리시스템,2015-07-30,36000 ,18000000 ,500000 ,500000 ,,1506.57:1,3317400 ,986666 ,키움증권(주)
신규상장,KQ,아시아경제,2015-07-31,3600 ,30600000 ,8500000 ,5000000 ,3500000 ,12.31:1,25244030 ,8201979 ,한국투자증권(주)
이전상장,KQ,칩스앤미디어,2015-08-05,10500 ,6825000 ,650000 ,650000 ,,83:1,3397702 ,1763181 ,한국투자증권(주)
신규상장,KQ,케이비제8호스팩,2015-08-05,2000 ,20000000 ,10000000 ,10000000 ,,221.9016:1,10310000 ,10000000 ,케이비투자증권(주)
신규상장,KQ,쎄노텍,2015-08-06,2000 ,6100000 ,3050000 ,3050000 ,,190.3:1,3300000 ,3050000 ,미래에셋증권(주)
신규상장,KQ,흥국에프엔비,2015-08-07,20000 ,36000000 ,1800000 ,1500000 ,300000 ,1002:1,6716250 ,1059218 ,엔에이치투자증권주식회사
신규상장,KQ,마이더스AI,2015-08-13,2000 ,6000000 ,3000000 ,3000000 ,,447.2:1,3100000 ,3000000 ,교보증권(주)
신규상장,KQ,파인텍,2015-08-17,10500 ,11189336 ,1065651 ,1065651 ,,1043:1,4997621 ,2616248 ,엔에이치투자증권주식회사
신규상장,KQ,케이비드림3호스팩,2015-08-21,2000 ,13000000 ,6500000 ,6500000 ,,234:1,6815000 ,2834302 ,현대증권(주)
신규상장,KQ,웹스,2015-08-24,7200 ,11520000 ,1600000 ,1600000 ,,1114.21:1,6254000 ,2077479 ,한국투자증권(주)
신규상장,KQ,교보5호스팩,2015-08-27,2000 ,10200000 ,5100000 ,5100000 ,,485:1,5430000 ,4971336 ,교보증권(주)
신규상장,KQ,맘스터치,2015-08-28,2000 ,12500000 ,6250000 ,6250000 ,,260.74:1,6750000 ,4829205 ,KTB투자증권(주)
신규상장,KQ,씨아이에스,2015-09-02,2000 ,13000000 ,6500000 ,6500000 ,,349.09:1,7000000 ,6500000 ,한국투자증권(주)
신규상장,KQ,유진스팩3호,2015-09-09,2000 ,11500000 ,5750000 ,5750000 ,,265.3:1,6750000 ,5750000 ,유진투자증권(주)
신규상장,KQ,인포마크,2015-09-23,14000 ,12180000 ,870000 ,589000 ,281000 ,381:1,3503708 ,1304423 ,삼성증권(주)
신규상장,KQ,제너셈,2015-09-25,10500 ,13650000 ,1300000 ,1300000 ,,797.33:1,4384587 ,1837634 ,하나금융투자(주)
신규상장,KQ,타이거일렉,2015-09-25,6000 ,9258000 ,1543000 ,1543000 ,,241.92:1,5589290 ,1524679 ,한국투자증권(주)
신규상장,KQ,넷게임즈,2015-09-25,2000 ,15500000 ,7750000 ,7750000 ,,96.518:1,9050000 ,3761500 ,엔에이치투자증권주식회사
신규상장,KQ,패션플랫폼,2015-10-05,2000 ,10000000 ,5000000 ,5000000 ,,198:1,5105000 ,3101954 ,신영증권(주)
신규상장,KQ,한송네오텍,2015-10-06,2000 ,8300000 ,4150000 ,4150000 ,,163.23:1,4450000 ,4150000 ,동부증권(주)
신규상장,KQ,케이엠제약,2015-10-08,2000 ,8000000 ,4000000 ,4000000 ,,177.9:1,4500000 ,2714698 ,IBK투자증권(주)
신규상장,KQ,뉴지랩파마,2015-10-13,8900 ,13494260 ,1516209 ,1275409 ,240800 ,843.36:1,5744821 ,1492828 ,대신증권(주)
신규상장,KQ,이베스트스팩3호,2015-10-19,2000 ,8000000 ,4000000 ,4000000 ,,143.7:1,4100000 ,2750334 ,이베스트투자증권(주)
이전상장,KQ,엑시콘,2015-10-22,10000 ,20000000 ,2000000 ,2000000 ,,9.05:1,8883500 ,5638329 ,IBK투자증권(주)
신규상장,KQ,KH E&T,2015-10-22,2000 ,10000000 ,5000000 ,5000000 ,,215:1,5315000 ,3050750 ,현대증권(주)
신규상장,KQ,엔케이맥스,2015-10-23,17000 ,17123335 ,1007255 ,1007255 ,,1167:1,10072552 ,5383667 ,엔에이치투자증권주식회사
신규상장,KQ,키움스팩4호,2015-10-29,2000 ,20000000 ,10000000 ,10000000 ,,127.04:1,10204000 ,10000000 ,키움증권(주)
신규상장,KQ,연우,2015-11-02,25200 ,60623136 ,2405680 ,2405680 ,,679.95:1,11552600 ,2588370 ,"대우증권(주),에이치엠씨투자증권(주)"
신규상장,KQ,더블유게임즈,2015-11-04,65000 ,277709250 ,4272450 ,4272450 ,,241.18:1,17089768 ,7986426 ,"한국투자증권(주),키움증권(주),대우증권(주)"
신규상장,KQ,본느,2015-11-05,2000 ,12000000 ,6000000 ,6000000 ,,27.52:1,6500000 ,4107421 ,에이치엠씨투자증권(주)
신규상장,KQ,유앤아이,2015-11-12,30000 ,45000000 ,1500000 ,1500000 ,,638.25:1,7037087 ,3797557 ,키움증권(주)
신규상장,KQ,나무가,2015-11-12,37000 ,32486000 ,878000 ,678000 ,200000 ,0.46:1,2924383 ,821864 ,교보증권(주)
이전상장,KQ,아이진,2015-11-16,13500 ,20050970 ,1485257 ,1485257 ,,267.72:1,10000000 ,6285963 ,엔에이치투자증권주식회사
