상장유형,시장구분,종목명,상장일,공모가,공모금액,공모주식수,신주모집,구주매출,경쟁률,상장주식수,유통가능주식수,상장주선인
신규상장,KQ,케어젠,2015-11-17,110000 ,178200000 ,1620000 ,1620000 ,,263:1,10710000 ,2032309 ,현대증권(주)
신규상장,KQ,네오오토,2015-11-18,12000 ,18594168 ,1549514 ,919514 ,630000 ,27.56:1,5250000 ,1232907 ,신영증권(주)
신규상장,KQ,엔투텍,2015-11-18,2000 ,12500000 ,6250000 ,6250000 ,,5.07:1,7550000 ,3272000 ,(주)골든브릿지투자증권
이전상장,KQ,매직마이크로,2015-11-19,5500 ,8800000 ,1600000 ,1600000 ,,36.6:1,6222125 ,2784068 ,미래에셋증권(주)
신규상장,KQ,케이디켐,2015-11-19,16000 ,18560000 ,1160000 ,1160000 ,,5.46:1,4034800 ,1139285 ,대신증권(주)
이전상장,KQ,캔서롭,2015-11-20,40000 ,14000000 ,350000 ,350000 ,,1350.05:1,2074820 ,802292 ,신한금융투자(주)
이전상장,KQ,리드,2015-11-20,5100 ,3986058 ,781580 ,781580 ,,32.62:1,4621038 ,3082386 ,대우증권(주)
신규상장,KQ,하이즈항공,2015-11-25,18000 ,78750000 ,4375000 ,3500000 ,875000 ,3.08:1,17446167 ,9255300 ,케이비투자증권(주)
신규상장,KQ,미래테크놀로지,2015-12-01,16100 ,24150000 ,1500000 ,1500000 ,,1.502:1,5500000 ,1216750 ,현대증권(주)
신규상장,KQ,엔에스,2015-12-07,8000 ,7943880 ,992985 ,992985 ,,29.5001:1,4900000 ,1574656 ,케이비투자증권(주)
신규상장,KQ,멕아이씨에스,2015-12-14,4500 ,2475000 ,550000 ,550000 ,,174.29:1,5361500 ,3348540 ,키움증권(주)
이전상장,KQ,예스티,2015-12-16,14500 ,15587500 ,1075000 ,645000 ,430000 ,9.817:1,4327321 ,1818089 ,엔에이치투자증권주식회사
신규상장,KQ,코스맥스엔비티,2015-12-16,21000 ,43680000 ,2080000 ,2080000 ,,2.38:1,10314000 ,4650652 ,동부증권(주)
신규상장,KQ,에치에프알,2015-12-16,2000 ,12893860 ,7000000 ,6466930 ,,0.6:1,8000000 ,7000000 ,하나금융투자(주)
신규상장,KQ,파크시스템스,2015-12-17,9000 ,9000000 ,1000000 ,1000000 ,,7.5587:1,5931155 ,3074697 ,케이비투자증권(주)
신규상장,KQ,보광산업,2015-12-17,4000 ,12000000 ,3000000 ,3000000 ,,172.98:1,11490000 ,2600000 ,하나금융투자(주)
신규상장,KQ,메가엠디,2015-12-18,3000 ,16117392 ,5372464 ,3441854 ,1930610 ,280.826:1,20401568 ,6313040 ,엔에이치투자증권주식회사
신규상장,KQ,동부제4호스팩,2015-12-18,2000 ,10000000 ,5000000 ,5000000 ,,0.75:1,5300000 ,5000000 ,동부증권(주)
신규상장,KQ,에이치엘비제약,2015-12-21,6500 ,6240000 ,960000 ,960000 ,,199.96:1,7023345 ,4957111 ,신한금융투자(주)
신규상장,KQ,강스템바이오텍,2015-12-21,6000 ,12000000 ,2000000 ,2000000 ,,40.92:1,13817150 ,8682375 ,키움증권(주)
신규상장,KQ,아진산업,2015-12-22,6500 ,29250000 ,4500000 ,4500000 ,,0.47:1,12415300 ,5006850 ,미래에셋증권(주)
신규상장,KQ,덱스터,2015-12-22,14000 ,29983296 ,2141664 ,2141664 ,,500.765:1,9630524 ,2214482 ,엔에이치투자증권주식회사
신규상장,KQ,한국맥널티,2015-12-23,8000 ,10000000 ,1250000 ,1250000 ,,479.79:1,4975000 ,1139147 ,키움증권(주)
신규상장,KQ,휴젤,2015-12-24,150000 ,54000000 ,360000 ,360000 ,,91.63:1,3284058 ,1506304 ,"한국투자증권(주),대우증권(주)"
신규상장,KQ,육일씨엔에쓰,2015-12-24,6000 ,4200000 ,700000 ,700000 ,,21.02:1,8522980 ,3112431 ,엘아이지투자증권(주)
신규상장,KQ,경남제약헬스케어,2015-12-24,10000 ,15800000 ,1580000 ,1580000 ,,559:1,5227400 ,1668700 ,엔에이치투자증권주식회사
신규상장,KQ,와이아이케이,2015-12-24,2000 ,20000000 ,10000000 ,10000000 ,,0.03:1,10620000 ,8531000 ,대신증권(주)
신규상장,KQ,에스와이,2015-12-29,5000 ,10679610 ,2135922 ,2135922 ,,363.497:1,6200000 ,2633724 ,미래에셋증권(주)
신규상장,KQ,코디엠,2015-12-29,4700 ,4700000 ,1000000 ,1000000 ,,600:1,3793630 ,1004200 ,미래에셋증권(주)
신규상장,KQ,자안바이오,2016-01-27,13000 ,11700000 ,900000 ,900000 ,,789.84:1,3460340 ,1372486 ,"신한금융투자(주),케이비투자증권(주)"
신규상장,KQ,크리스탈신소재,2016-01-28,3000 ,27900000 ,9300000 ,9300000 ,,179.54:1,61622771 ,18573584 ,신한금융투자(주)
신규상장,KQ,유니트론텍,2016-02-02,14000 ,9170000 ,655000 ,491000 ,164000 ,1112.77:1,3310650 ,1748784 ,하나금융투자(주)
신규상장,KQ,아이엠텍,2016-02-03,7500 ,32250000 ,4300000 ,2700000 ,1600000 ,138.86:1,16787750 ,7096890 ,대우증권(주)
신규상장,KQ,안트로젠,2016-02-15,24000 ,16800000 ,700000 ,700000 ,,1442.55:1,7463435 ,3294525 ,키움증권(주)
신규상장,KQ,큐리언트,2016-02-29,21000 ,32508000 ,1548000 ,1548000 ,,959.28:1,7227262 ,2698521 ,한국투자증권(주)
신규상장,KQ,케이비제9호스팩,2016-02-29,2000 ,27000000 ,13500000 ,13500000 ,,0.2441:1,13815700 ,,케이비투자증권(주)
신규상장,KQ,에이트원,2016-03-02,2000 ,3500000 ,1750000 ,1750000 ,,23.8:1,2000000 ,1567990 ,IBK투자증권(주)
신규상장,KQ,AP위성,2016-03-04,9700 ,31602600 ,3258000 ,3258000 ,,869.667:1,13097740 ,5356587 ,현대증권(주)
신규상장,KQ,하이에이아이1호스팩,2016-03-04,2000 ,9200000 ,4600000 ,4600000 ,,1.16:1,4950000 ,4600000 ,하이투자증권(주)
신규상장,KQ,팬젠,2016-03-11,16500 ,27225000 ,1650000 ,1650000 ,,1072.87:1,7681318 ,4128636 ,한국투자증권(주)
신규상장,KQ,동양파일,2016-04-06,10000 ,80000000 ,8000000 ,4000000 ,4000000 ,2.03:1,20000000 ,8000000 ,대신증권(주)
신규상장,KQ,씨엠에스에듀,2016-04-07,23200 ,28768000 ,1240000 ,834815 ,405185 ,185.81:1,4205350 ,857365 ,"유안타증권(주),삼성증권(주)"
신규상장,KQ,레이언스,2016-04-11,25000 ,100000000 ,4000000 ,4000000 ,,430.31:1,16591014 ,5100755 ,대신증권(주)
신규상장,KQ,줌인터넷,2016-06-09,2000 ,9000000 ,4500000 ,4500000 ,,3.73:1,4800000 ,4500000 ,미래에셋증권(주)
이전상장,KQ,알엔투테크놀로지,2016-06-22,5800 ,3886000 ,670000 ,670000 ,,1433.45:1,6328942 ,2936241 ,하나금융투자(주)
신규상장,KQ,한국4호스팩,2016-06-22,2000 ,10000000 ,5000000 ,5000000 ,,0.37:1,5500000 ,,한국투자증권(주)
신규상장,KQ,녹십자랩셀,2016-06-23,18500 ,37000000 ,2000000 ,2000000 ,,800:1,10554054 ,2751413 ,"하나금융투자(주),엘아이지투자증권(주)"
신규상장,KQ,에스티팜,2016-06-23,29000 ,135256000 ,4664000 ,4664000 ,,236.85:1,18484400 ,5598040 ,"한국투자증권(주),유진투자증권(주)"
신규상장,KQ,로스웰,2016-06-30,3200 ,96000000 ,30000000 ,30000000 ,,328.18:1,90781250 ,23641003 ,신한금융투자(주)
신규상장,KQ,피앤씨테크,2016-07-04,10200 ,27030000 ,2650000 ,2517100 ,132900 ,679.77:1,6496600 ,2342466 ,케이비투자증권(주)
이전상장,KQ,바이오리더스,2016-07-07,15000 ,18000000 ,1200000 ,1200000 ,,1222:1,12354310 ,8276486 ,키움증권(주)
신규상장,KQ,위니아딤채,2016-07-14,6800 ,51000000 ,7500000 ,6500000 ,1000000 ,409.31:1,24111530 ,7791673 ,신영증권(주)
신규상장,KQ,장원테크,2016-07-15,17500 ,26250000 ,1500000 ,1200000 ,300000 ,854.49:1,6045000 ,2110510 ,신한금융투자(주)
이전상장,KQ,폴라리스웍스,2016-07-20,5900 ,4130000 ,700000 ,700000 ,,371.21:1,4429352 ,2825248 ,IBK투자증권(주)
신규상장,KQ,우리손에프앤지,2016-07-27,2210 ,40247481 ,18211530 ,9105780 ,9105750 ,639.97:1,61157490 ,9212632 ,미래에셋대우(주)
신규상장,KQ,엔지스테크널러지,2016-07-28,10000 ,4670000 ,467000 ,467000 ,,582.45:1,3127180 ,1070913 ,교보증권(주)
신규상장,KQ,팍스넷,2016-08-01,5200 ,14398800 ,2769000 ,2769000 ,,946.51:1,11077521 ,5764996 ,한국투자증권(주)
신규상장,KQ,에코마케팅,2016-08-08,35000 ,38500000 ,1100000 ,1100000 ,,1103:1,8128571 ,1301007 ,한국투자증권(주)
신규상장,KQ,헝셩그룹,2016-08-18,3600 ,72000000 ,20000000 ,20000000 ,,0.77:1,80000000 ,19305556 ,신한금융투자(주)
신규상장,KQ,자이글,2016-09-06,11000 ,49280000 ,4480000 ,2240000 ,2240000 ,610.77:1,13530910 ,4410000 ,"케이비투자증권(주),하나금융투자(주)"
신규상장,KQ,나무기술,2016-09-07,2000 ,12000000 ,6000000 ,6000000 ,,0.4449:1,7110000 ,6000000 ,"교보증권(주),(주)비엔케이투자증권"
신규상장,KQ,모비스,2016-09-08,2000 ,12000000 ,6000000 ,6000000 ,,0.75:1,6402000 ,6000000 ,하나금융투자(주)
신규상장,KQ,유니테크노,2016-09-20,10300 ,15450000 ,1500000 ,1500000 ,,1003.29:1,5963760 ,1368263 ,한국투자증권(주)
신규상장,KQ,예선테크,2016-09-29,2000 ,10000000 ,5000000 ,5000000 ,,1.2566:1,5210000 ,5000000 ,케이비투자증권(주)
신규상장,KQ,미투온,2016-10-10,3800 ,27210690 ,7160708 ,7160708 ,,1.15:1,29961122 ,14494567 ,미래에셋증권(주)
신규상장,KQ,수산아이앤티,2016-10-11,11500 ,19550000 ,1700000 ,1700000 ,,13:1,6751000 ,3377177 ,삼성증권(주)
신규상장,KQ,앤디포스,2016-10-12,14500 ,60900000 ,4200000 ,3000000 ,1200000 ,524.19:1,15068965 ,3295957 ,미래에셋대우(주)
신규상장,KQ,잉글우드랩,2016-10-14,6000 ,25200000 ,4200000 ,4200000 ,,350.47:1,17366154 ,4155533 ,하나금융투자(주)
신규상장,KQ,에이치시티,2016-10-17,17000 ,19319820 ,1136460 ,1136460 ,,95.67:1,4579934 ,3400528 ,미래에셋대우(주)
신규상장,KQ,인텔리안테크,2016-10-18,19000 ,27550000 ,1450000 ,1450000 ,,744.63:1,7165110 ,3277019 ,한국투자증권(주)
신규상장,KQ,골든센츄리,2016-10-19,3500 ,27666664 ,7904761 ,7904761 ,,345.43:1,29800000 ,7723009 ,유안타증권(주)
신규상장,KQ,GRT,2016-10-25,5000 ,86875000 ,17375000 ,17375000 ,,7.015:1,67375000 ,15177000 ,엔에이치투자증권주식회사
신규상장,KQ,에이치엘사이언스,2016-10-28,27000 ,40800375 ,1511125 ,1061125 ,450000 ,174.47:1,5142148 ,1137232 ,"미래에셋대우(주),케이비투자증권(주)"
신규상장,KQ,코스메카코리아,2016-10-28,54000 ,72360000 ,1340000 ,1340000 ,,391:1,5340000 ,1396130 ,삼성증권(주)
신규상장,KQ,인크로스,2016-10-31,43000 ,20274500 ,471500 ,292490 ,179010 ,1047.5:1,2939035 ,906264 ,신한금융투자(주)
신규상장,KQ,세화피앤씨,2016-11-02,2000 ,10000000 ,5000000 ,5000000 ,,17.51:1,5315000 ,5000000 ,IBK투자증권(주)
신규상장,KQ,얼라인드,2016-11-03,25500 ,18056448 ,708096 ,708096 ,,208.48:1,3561724 ,1211302 ,신한금융투자(주)
신규상장,KQ,오가닉티코스메틱,2016-11-04,4000 ,57200000 ,14300000 ,14300000 ,,672:1,56925000 ,11507100 ,유진투자증권(주)
신규상장,KQ,클리오,2016-11-09,41000 ,184401600 ,4497600 ,2248800 ,2248800 ,5.683:1,16873215 ,2440535 ,엔에이치투자증권주식회사
신규상장,KQ,SK3호스팩,2016-11-16,2000 ,6600000 ,3300000 ,3300000 ,,0.097:1,3600000 ,3300000 ,SK증권(주)
이전상장,KQ,핸디소프트,2016-11-24,5600 ,10640000 ,1900000 ,1900000 ,,1770.44:1,7459009 ,2909635 ,케이비투자증권(주)
신규상장,KQ,에이치엔티,2016-11-28,10000 ,13500000 ,1350000 ,1350000 ,,996.23:1,6701100 ,3833080 ,키움증권(주)
신규상장,KQ,뉴파워프라즈마,2016-11-30,17500 ,29750000 ,1700000 ,1700000 ,,521.29:1,7903379 ,4121771 ,키움증권(주)
이전상장,KQ,엘앤케이바이오,2016-11-30,15000 ,15345000 ,1023000 ,1023000 ,,317.136:1,9926362 ,6664384 ,엔에이치투자증권주식회사
이전상장,KQ,퓨쳐켐,2016-12-01,15000 ,21000000 ,1400000 ,1400000 ,,474:1,5622139 ,3577728 ,엔에이치투자증권주식회사
신규상장,KQ,오션브릿지,2016-12-01,6600 ,14949000 ,2265000 ,2265000 ,,1135.54:1,8622720 ,2565001 ,대신증권(주)
신규상장,KQ,자비스,2016-12-02,2000 ,8000000 ,4000000 ,4000000 ,,9.42:1,4500000 ,4000000 ,IBK투자증권(주)
신규상장,KQ,신라젠,2016-12-06,15000 ,150000000 ,10000000 ,10000000 ,,172.5:1,61616527 ,46299555 ,"엔에이치투자증권주식회사,하나금융투자(주),동부증권(주)"
신규상장,KQ,애니젠,2016-12-07,18000 ,12600000 ,700000 ,700000 ,,812.5:1,4734831 ,2921684 ,키움증권(주)
이전상장,KQ,유니온커뮤니티,2016-12-07,5000 ,14550000 ,2910000 ,2910000 ,,1.961:1,14679007 ,10332026 ,미래에셋증권(주)
이전상장,KQ,코썬바이오,2016-12-09,7000 ,19600000 ,2800000 ,1600000 ,1200000 ,5.78:1,21740000 ,6698000 ,엔에이치투자증권주식회사
신규상장,KQ,마이크로프랜드,2016-12-12,7300 ,21900000 ,3000000 ,2000000 ,1000000 ,1.71:1,10641366 ,5571812 ,키움증권(주)
신규상장,KQ,TS인베스트먼트,2016-12-15,1300 ,7410000 ,5700000 ,5050000 ,650000 ,2.02:1,22421004 ,8710000 ,한국투자증권(주)
신규상장,KQ,DSC인베스트먼트,2016-12-19,1700 ,7427184 ,4368932 ,4368932 ,,10.77:1,17500000 ,5558932 ,키움증권(주)
신규상장,KQ,퓨전,2016-12-21,11500 ,11500000 ,1000000 ,1000000 ,,572.56:1,3030000 ,834674 ,한국투자증권(주)
신규상장,KQ,한국비엔씨,2016-12-28,2000 ,13000000 ,6500000 ,6500000 ,,0.34:1,6830000 ,6500000 ,엔에이치투자증권주식회사
신규상장,KQ,유바이오로직스,2017-01-24,6000 ,19200000 ,3200000 ,3200000 ,,10.55:1,24231986 ,10587868 ,한국투자증권(주)
신규상장,KQ,서플러스글로벌,2017-01-25,8000 ,35200000 ,4400000 ,4250000 ,150000 ,547.76:1,18494000 ,6084099 ,한국투자증권(주)
신규상장,KQ,피씨엘,2017-02-23,8000 ,12000000 ,1500000 ,1500000 ,,2.01:1,8921164 ,3480185 ,한국투자증권(주)
신규상장,KQ,신한제3호스팩,2017-02-23,2000 ,6000000 ,3000000 ,3000000 ,,0.28:1,3505000 ,3000000 ,신한금융투자(주)
신규상장,KQ,모바일어플라이언스,2017-02-24,3500 ,13181998 ,3766285 ,1042029 ,2724256 ,636.774:1,15000000 ,7116798 ,엔에이치투자증권주식회사
신규상장,KQ,에프엔에스테크,2017-02-27,14000 ,14000000 ,1000000 ,1000000 ,,840.67:1,5851101 ,3639265 ,한국투자증권(주)
신규상장,KQ,신신제약,2017-02-28,4500 ,14625000 ,3250000 ,3250000 ,,72.394:1,15170500 ,5043896 ,케이비투자증권(주)
신규상장,KQ,에스디생명공학,2017-03-02,12000 ,57600000 ,4800000 ,3200000 ,1600000 ,2.38:1,22064400 ,9219600 ,"신한금융투자(주),한국투자증권(주)"
신규상장,KQ,대신밸런스제4호스팩,2017-03-03,2000 ,9000000 ,4500000 ,4500000 ,,0.03:1,5010000 ,4500000 ,대신증권(주)
신규상장,KQ,아스타,2017-03-20,8000 ,14000000 ,1750000 ,1750000 ,,484.52:1,9402523 ,2504470 ,키움증권(주)
신규상장,KQ,코미코,2017-03-23,13000 ,32500000 ,2500000 ,1000000 ,1500000 ,746:1,8075000 ,2025380 ,엔에이치투자증권주식회사
신규상장,KQ,서진시스템,2017-03-27,25000 ,35750000 ,1430000 ,1300000 ,130000 ,742.062:1,5642185 ,920815 ,엔에이치투자증권주식회사
이전상장,KQ,이엘피,2017-04-06,20000 ,16000000 ,800000 ,800000 ,,738.153:1,4839500 ,3142615 ,엔에이치투자증권주식회사
신규상장,KQ,유에스티,2017-04-06,2000 ,5000000 ,2500000 ,2500000 ,,43.3:1,2605000 ,2500000 ,신영증권(주)
신규상장,KQ,와이엠티,2017-04-27,21000 ,11815167 ,562627 ,500000 ,62627 ,841.57:1,3602600 ,1112735 ,하나금융투자(주)
신규상장,KQ,소프트캠프,2017-04-27,2000 ,6000000 ,3000000 ,3000000 ,,0.535:1,3210000 ,3000000 ,KB증권(주)
신규상장,KQ,하나머티리얼즈,2017-04-28,12000 ,23280000 ,1940000 ,1940000 ,,955.33:1,9459737 ,2515753 ,"대신증권(주),엔에이치투자증권주식회사"
신규상장,KQ,포인트엔지니어링,2017-05-02,2000 ,13000000 ,6500000 ,6500000 ,,1.211:1,7000000 ,6500000 ,엔에이치투자증권주식회사
신규상장,KQ,한화에이스스팩3호,2017-05-02,2000 ,5500000 ,2750000 ,2750000 ,,26.81:1,3080000 ,748273 ,한화투자증권(주)
신규상장,KQ,미래에셋대우스팩1호,2017-05-26,2000 ,8000000 ,4000000 ,4000000 ,,60.77:1,4840000 ,4000000 ,미래에셋대우(주)
신규상장,KQ,필옵틱스,2017-06-01,48000 ,55680000 ,1160000 ,1160000 ,,588:1,5775200 ,2932561 ,신한금융투자(주)
신규상장,KQ,이랜시스,2017-06-01,2000 ,8000000 ,4000000 ,4000000 ,,0.87:1,4315000 ,4000000 ,IBK투자증권(주)
신규상장,KQ,삼양옵틱스,2017-06-02,16700 ,66800000 ,4000000 ,,4000000 ,2.3:1,10000000 ,3735370 ,미래에셋대우(주)
신규상장,KQ,보라티알,2017-06-08,14300 ,24134110 ,1687700 ,1687700 ,,1026.34:1,6750733 ,1602063 ,대신증권(주)
신규상장,KQ,한화수성스팩,2017-06-08,2000 ,8000000 ,4000000 ,4000000 ,,0.9:1,4440000 ,4000000 ,한화투자증권(주)
신규상장,KQ,나인테크,2017-06-22,2000 ,7580000 ,3790000 ,3790000 ,,0.1716:1,4020000 ,3790000 ,교보증권(주)
신규상장,KQ,덴티스,2017-06-26,2000 ,8000000 ,4000000 ,4000000 ,,0.191236:1,4260000 ,4000000 ,하나금융투자(주)
신규상장,KQ,하림지주,2017-06-30,20700 ,421886700 ,20381000 ,20381000 ,,21:1,70718000 ,23601326 ,"신한금융투자(주),KB증권(주)"
신규상장,KQ,아우딘퓨쳐스,2017-07-12,26000 ,26000000 ,1000000 ,1000000 ,,2.9961:1,5925190 ,2559289 ,하나금융투자(주)
신규상장,KQ,브이원텍,2017-07-13,17700 ,32373300 ,1829000 ,1463000 ,366000 ,754.31:1,7366090 ,2438335 ,미래에셋대우(주)
신규상장,KQ,힘스,2017-07-20,20000 ,16000000 ,800000 ,800000 ,,795.94:1,4968000 ,1742277 ,"KB증권(주),SK증권(주)"
신규상장,KQ,한국제5호스팩,2017-07-24,2000 ,7000000 ,3500000 ,3500000 ,,6.66:1,4000000 ,3500000 ,한국투자증권(주)
신규상장,KQ,이즈미디어,2017-07-26,7500 ,11400000 ,1520000 ,1400000 ,120000 ,13.87:1,7045100 ,2962202 ,한국투자증권(주)
신규상장,KQ,셀트리온헬스케어,2017-07-28,41000 ,1008764000 ,24604000 ,24604000 ,,6.95:1,136688120 ,37198214 ,미래에셋대우(주)
신규상장,KQ,디앤씨미디어,2017-08-01,20000 ,20140000 ,1007000 ,1007000 ,,563:1,4034223 ,491557 ,키움증권(주)
신규상장,KQ,지니언스,2017-08-02,13500 ,11205000 ,830000 ,830000 ,,922.71:1,4854900 ,1803069 ,하나금융투자(주)
신규상장,KQ,데이타솔루션,2017-08-03,3300 ,15180000 ,4600000 ,3220000 ,1380000 ,733.74:1,15358580 ,2793346 ,미래에셋대우(주)
신규상장,KQ,모트렉스,2017-08-04,38300 ,68940000 ,1800000 ,1532268 ,267732 ,422.73:1,5336109 ,1181003 ,미래에셋대우(주)
신규상장,KQ,와이즈버즈,2017-08-07,2000 ,13000000 ,6500000 ,6500000 ,,0.44:1,7510000 ,6350000 ,엔에이치투자증권주식회사
신규상장,KQ,컬러레이,2017-08-10,3800 ,53200000 ,14000000 ,14000000 ,,0.74:1,54000000 ,13342106 ,신한금융투자(주)
신규상장,KQ,알에스오토메이션,2017-08-11,6000 ,14628000 ,2438000 ,2438000 ,,1058.82:1,9103140 ,1751333 ,미래에셋대우(주)
신규상장,KQ,이더블유케이,2017-08-22,5000 ,11100000 ,2220000 ,1665000 ,555000 ,1160.15:1,6586600 ,1186987 ,신영증권(주)
신규상장,KQ,지엔원에너지,2017-08-22,2000 ,8000000 ,4000000 ,4000000 ,,2.43:1,4602000 ,4000000 ,하나금융투자(주)
신규상장,KQ,덕우전자,2017-08-28,15500 ,38750000 ,2500000 ,1500000 ,1000000 ,586.43:1,8110066 ,1917741 ,한국투자증권(주)
이전상장,KQ,케이피에스,2017-09-06,14000 ,15109752 ,1079268 ,1079268 ,,18.65:1,4270000 ,2279105 ,키움증권(주)
신규상장,KQ,펄어비스,2017-09-14,103000 ,185400000 ,1800000 ,1800000 ,,0.43:1,12066300 ,3212318 ,한국투자증권(주)
신규상장,KQ,샘코,2017-09-15,11000 ,16500000 ,1500000 ,1500000 ,,207:1,7756131 ,2722591 ,"한국투자증권(주),대신증권(주)"
신규상장,KQ,앱클론,2017-09-18,10000 ,6807410 ,680741 ,680741 ,,799:1,6800000 ,3476771 ,엔에이치투자증권주식회사
신규상장,KQ,선익시스템,2017-09-20,37000 ,55500000 ,1500000 ,1000000 ,500000 ,7.87:1,6000000 ,2949430 ,대신증권(주)
신규상장,KQ,엠플러스,2017-09-20,18000 ,22500000 ,1250000 ,1000000 ,250000 ,1003.24:1,5111890 ,2306043 ,키움증권(주)
신규상장,KQ,유티아이,2017-09-27,25000 ,22400000 ,896000 ,846000 ,50000 ,3.44:1,5332145 ,2988066 ,한국투자증권(주)
신규상장,KQ,신흥에스이씨,2017-09-27,16000 ,33600000 ,2100000 ,1050000 ,1050000 ,731:1,6551683 ,1081627 ,삼성증권(주)
신규상장,KQ,휴온스블러썸,2017-09-28,5100 ,10200000 ,2000000 ,2000000 ,,616.5:1,7876580 ,1917451 ,대신증권(주)
신규상장,KQ,야스,2017-09-29,23500 ,54050000 ,2300000 ,1700000 ,600000 ,0.52:1,12930000 ,6468433 ,한국투자증권(주)
신규상장,KQ,인산가,2017-09-29,2000 ,4000000 ,2000000 ,2000000 ,,29.91:1,2210000 ,1967270 ,IBK투자증권(주)
신규상장,KQ,상신전자,2017-10-16,13300 ,9310000 ,700000 ,700000 ,,601.54:1,3921000 ,841980 ,미래에셋대우(주)
이전상장,KQ,세원,2017-10-20,5700 ,6270000 ,1100000 ,660000 ,440000 ,640.36:1,3633000 ,1557090 ,현대차투자증권(주)
신규상장,KQ,신한제4호스팩,2017-10-20,2000 ,10000000 ,5000000 ,5000000 ,,9.09:1,6010000 ,5000000 ,신한금융투자(주)
신규상장,KQ,영화테크,2017-10-26,12500 ,8800000 ,704000 ,704000 ,,1011:1,5345090 ,2301570 ,신한금융투자(주)
